gene_symbols,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BPGM,C3orf72,C19orf26,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,KIAA1804,KIF2C,KIF18B,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MEIS1,MIDN,NCL,NIT1,OSR2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN9,PTPN12,PTPN13,RHOXF2,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC4A1,SLC6A9,SLC38A2,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318,control
LY6E,727.3604,345.809,546.3604,525.0941,1610.0657,616.1697,545.92145,568.252,387.03683,1022.1607,759.663,807.2954,425.02316,602.40344,250.26129,949.89154,626.476,1746.1101,550.8791,293.02603,272.21216,998.91113,963.6356,502.7216,440.96875,686.56036,509.50323,869.21234,964.16986,387.79428,1017.1671,1602.7325,930.77075,711.7413,1065.4628,597.57745,941.82477,878.28296,273.71442,526.4149,193.98894,393.21924,310.92673,415.4127,993.1571,551.08984,530.03375,749.6426,1000.7486,501.10675,658.94257,351.56436,310.56406,729.224,289.9114,2333.9976,278.1151,492.59113,461.87534,696.1331,605.27466,883.8551,425.575,389.2188,883.896,1162.9098,929.349,468.32095,295.14175,245.4589,1409.0375,149.48534,459.10477,410.07077,816.2711,537.7818,507.0572,503.55722,353.53036,486.93634,406.69202,859.5311,585.6647,643.8437,1412.8674,627.80554,1160.8131,673.0216,340.79938,708.2918,1036.3971,433.6906,872.8157,862.46606,701.5156,564.5012,364.56726,470.00153,906.57855,1421.6158,890.96783,346.66864,872.5935,546.4258,680.402,13014.832
NDUFB6,615.29913,250.57654,452.43668,423.1091,1402.4935,529.9938,501.36584,499.43222,314.38483,873.9963,667.77563,640.92773,372.29514,530.67773,253.25069,677.63184,552.01404,1448.973,494.48376,237.10878,253.49886,677.7458,770.6183,448.81503,333.72455,532.52466,442.66202,682.1634,798.4288,319.93665,851.96295,1272.0103,833.3538,604.87524,901.69305,492.3715,877.7887,726.81476,248.05566,463.08224,128.53665,329.15222,257.8039,330.0967,759.18933,437.2328,430.85107,608.6206,751.231,384.80334,572.0821,272.8433,254.33409,606.59894,263.06793,1972.9858,216.25725,417.23117,393.6792,558.8961,538.4805,840.4791,339.2524,368.96014,773.3353,830.41406,747.60614,288.39685,226.59778,197.32422,1147.6953,115.998,370.7805,328.02255,703.64453,437.05923,412.28427,414.61877,300.4641,349.27917,325.61588,734.92114,510.97894,509.2712,962.3883,494.2652,930.22485,539.6564,296.00482,461.87354,745.10034,336.07275,642.06714,673.5676,584.2675,534.39954,244.66283,413.4194,790.09735,1185.6061,698.5346,183.78728,712.46234,475.53525,616.1553,11614.103
DNAJA1,774.5003,302.06653,601.1307,516.3824,1790.653,705.61285,684.4031,583.8696,376.01523,1126.2278,906.18494,856.69495,466.8356,693.50055,321.86615,799.6824,684.31995,1824.9752,676.84406,288.7621,302.27274,929.1726,1008.9114,553.9392,432.50452,757.89087,590.56177,969.2123,1011.5193,426.55237,1209.993,1658.0339,1132.6915,801.7133,1160.0258,631.36536,1147.8672,921.0013,309.36102,577.55554,167.10837,434.43,298.59372,406.43683,995.3221,544.48,556.78955,838.7891,987.502,574.0464,756.9549,367.21463,370.10693,823.33215,335.38132,2691.8755,291.24652,567.26685,574.4166,779.0405,774.9635,1212.5151,483.36194,481.7339,1025.2323,1079.2529,1013.02423,409.48975,320.07208,246.65453,1485.9391,179.04648,495.96906,370.93787,885.1443,582.5547,534.59436,569.51776,353.98486,451.3604,414.3636,1017.3117,680.78625,662.8437,1252.4213,630.32666,1350.8308,786.1886,407.88995,605.15546,846.03345,459.55304,816.48755,920.6649,797.23645,665.9685,337.44214,545.957,1134.1652,1563.058,861.13055,224.73592,959.9394,664.2655,766.33215,15605.5
B4GALT1,87.362144,36.530197,74.387695,55.6224,214.10152,84.05526,74.73928,79.52546,51.749035,119.68099,115.12036,100.68887,58.0569,76.35989,39.2814,95.23468,86.38786,227.31487,75.96519,36.994144,36.17292,101.21866,115.32211,68.30435,50.703022,92.32811,65.50865,110.27596,111.64471,46.34048,139.68988,220.0128,105.13677,93.58492,149.83601,76.30516,141.49521,102.92096,29.795895,80.68071,20.191238,52.84621,40.632008,50.82684,133.07451,60.73415,67.039986,98.72995,115.42453,67.97608,84.12932,31.307533,33.743153,93.97611,35.691193,278.79315,33.04366,55.255463,70.809074,89.79972,85.92335,115.99279,50.534973,50.819023,114.76141,138.95013,118.181786,48.517982,38.948814,31.141598,178.1072,16.67355,45.23143,38.44068,108.24088,66.83136,69.44455,63.57129,38.77238,53.951492,41.787575,119.40229,87.55371,71.3868,167.68704,80.11824,141.44862,92.86656,44.71107,74.29222,109.53804,40.250298,114.89726,94.156906,93.61944,81.43955,41.000603,56.65532,128.4372,189.01633,100.80278,24.85268,104.48305,77.36708,96.39303,1762.898
SPINK4,6.861382,2.994405,3.5311298,5.831839,10.839022,3.8988106,1.9323957,5.1467094,2.5338612,7.9923563,8.283158,4.387665,6.9719653,5.8069067,2.4407206,2.7583816,3.2216341,8.24931,3.5931926,3.190502,3.096903,4.9252944,6.53299,4.2135496,1.3336173,7.732798,3.9361823,7.47383,5.4066687,1.9741572,5.293411,8.497953,4.190697,3.8809738,6.6570077,2.2413745,6.6688724,7.454239,2.214982,4.254685,0.9464177,2.3367434,2.3277178,8.128087,4.801025,5.904791,4.6017036,7.656151,10.324865,3.4746342,4.773189,3.16756,3.497397,3.6420827,2.2844489,14.086159,2.0238562,2.0601935,3.8059268,6.350753,2.700774,7.9653196,1.4922173,3.0190952,7.5566406,3.683642,5.062833,2.0690854,2.3034637,0.37755355,7.2462387,1.0314062,3.6066613,1.6702924,6.1404967,5.3912663,4.230313,3.3046517,0.61840993,11.848436,3.392454,4.0678883,3.6682765,7.818869,6.413927,3.539187,3.7635517,4.3291903,1.9040089,3.5232396,6.564278,3.050839,3.873106,6.8727627,5.96237,2.753085,8.439453,3.3361883,9.7243595,12.479234,8.733739,4.833701,7.889081,2.1063235,5.060382,97.61367
FAM214B,16.587826,7.052616,15.064608,13.256313,33.08193,14.804036,15.910851,12.541963,9.084163,27.580765,18.379004,20.808123,11.606073,21.031809,8.055001,26.234371,16.739117,53.940292,11.676704,8.67985,5.272154,25.920958,20.771765,12.789092,8.976833,17.773159,9.01227,25.349339,25.052748,12.5065775,19.365505,33.628124,30.54937,19.36345,23.092567,14.154627,22.622295,19.302479,4.2284017,13.733231,3.1040473,10.074193,4.993316,14.5424,24.553205,14.563942,11.961405,16.404165,33.086796,11.082466,15.977195,8.940668,7.0627737,20.107452,8.921758,59.274174,6.083035,8.986786,12.25675,18.717493,16.63501,20.844725,7.36223,9.2470455,21.769762,24.011347,21.519402,7.516307,5.6286364,8.468304,30.278677,1.985276,12.849248,13.490142,21.817057,12.258586,9.862494,10.322113,6.2707334,13.138573,11.129861,21.107641,14.958584,17.428051,25.195778,14.830984,23.52903,12.754321,7.046455,13.076087,33.144753,11.610792,14.756796,22.93272,14.015468,13.034128,12.451342,10.52796,20.739363,30.867878,15.315865,6.901656,16.12899,9.4562435,18.229715,305.21042
TLN1,462.5669,205.41263,313.6606,261.70142,918.10205,351.26944,322.0159,318.99908,221.45604,572.66095,488.88556,452.23752,266.5914,327.87628,161.4827,452.8659,395.5323,989.0513,312.87244,165.39174,170.49023,492.72247,517.9078,314.91827,226.94211,376.366,285.95172,479.4347,524.27234,225.36938,574.43494,948.1397,674.1944,413.6083,620.1247,347.9665,566.69214,505.82492,149.08218,323.5993,104.22855,236.53784,153.2237,266.65372,557.11475,325.98804,309.60333,436.52603,648.36414,282.96036,388.98813,208.01697,170.23102,418.1844,178.89725,1323.6156,155.35692,304.83258,277.65082,376.03958,340.0621,520.1763,246.12363,236.07921,497.25464,638.5049,529.01355,230.2196,157.99826,126.05386,769.66223,88.75992,265.98657,225.84633,459.94012,301.78604,267.09277,282.99637,208.55533,256.96768,214.11292,496.44348,369.41995,342.99152,681.3993,314.2693,649.08746,389.1413,194.4985,357.0176,479.73267,235.37537,436.9381,452.5344,393.28445,340.87347,204.8982,251.64584,549.0712,822.009,486.49564,146.65149,455.24072,301.79373,390.76953,7748.873
CLTA,754.1047,333.63382,535.9378,454.308,1664.3628,623.47437,602.5914,510.65344,354.37396,1044.9594,813.5207,730.1688,417.3046,628.7062,279.89844,809.8048,636.8625,1724.7742,553.1674,297.92426,311.0289,791.87036,904.8211,508.10464,429.3381,732.71124,518.4989,817.7462,921.72705,371.34705,1109.2338,1535.9177,1002.2098,737.6577,1008.55286,573.39465,981.74255,867.21423,285.208,522.8069,150.83215,382.94388,293.52283,397.215,967.3944,544.55255,516.77637,731.87787,982.16925,493.27524,657.59705,337.33746,323.55344,704.4122,323.33212,2429.8257,263.19128,516.3583,504.33405,700.39935,683.10876,987.918,442.8638,430.13266,951.7585,1022.94586,922.23334,361.39227,274.3211,262.6708,1295.7761,131.7013,441.3023,383.75433,857.3794,520.49054,494.86014,501.35992,344.0363,462.93604,381.65527,845.94293,658.94543,607.1034,1179.3497,582.16504,1152.669,655.92615,356.54416,552.78503,817.1181,442.51047,761.0589,830.19464,743.0573,578.9924,326.2979,486.9728,969.8964,1407.1018,779.8856,261.90656,810.1576,577.9977,699.60474,13916.58
ANXA1,4.163697,4.9627624,7.8098288,4.592666,14.423823,5.571471,6.525109,3.3388271,2.401102,11.131715,11.385633,4.3072734,1.3216524,4.8139935,3.2178125,123.54627,35.552395,67.68411,19.479239,2.8746274,2.5380292,17.721485,10.47049,5.17539,4.4217486,7.6931076,4.1493826,12.978641,7.776087,1.9324138,10.404809,14.9481535,7.4513783,60.39602,6.3537045,4.6113563,11.972206,4.7096815,1.6703961,7.3919888,2.1459792,1.5676047,6.1907463,6.476412,6.608342,19.963844,6.4414854,7.9514027,10.384256,4.242747,2.9276142,2.557947,3.309942,6.2737207,0.82265997,32.01126,2.3631225,8.518706,3.3694832,6.3382254,11.79434,13.10422,6.9506617,2.0759783,8.916982,12.262045,8.668422,4.7942677,4.006936,5.2071304,19.671164,2.5204673,2.7233691,0.9496481,8.760899,3.4797401,1.4835131,3.0090587,5.450481,6.5651364,4.944995,6.0895615,12.415033,7.9991703,6.0094767,7.2769904,5.205912,5.795694,2.3769214,10.049733,3.2000122,1.861786,15.140675,5.5236926,8.481364,2.3783548,3.58619,4.032811,10.276533,9.58762,9.37316,1.3559958,6.7393594,5.785596,11.673861,109.28053
CTSL,644.09875,233.13074,532.1763,461.4888,1592.5693,611.6113,514.3662,492.49243,299.44592,906.27875,706.71686,826.8209,334.8937,578.6127,212.26883,609.6474,534.4655,1413.6145,499.36417,234.08841,247.27895,796.1132,843.04553,458.14648,342.23618,605.3949,464.93005,808.9673,858.03485,319.91562,909.2427,1347.7839,1164.691,639.4549,990.59924,521.2923,869.61206,807.0769,278.61023,502.6592,132.64029,349.8183,269.34958,391.70264,799.092,498.68756,436.87903,678.379,824.6999,492.03265,605.88336,318.44623,289.42218,723.6842,302.97595,2351.2478,236.42302,467.62045,508.38702,611.67865,595.01086,859.4828,366.31995,412.81006,848.13464,789.4105,822.02374,328.18866,218.39603,199.74458,1090.1785,133.5409,512.45215,312.82428,807.5123,471.56284,425.13452,470.00745,292.2328,506.55945,314.3042,769.18134,545.46246,584.38586,1031.3424,601.07446,1037.0096,558.7729,289.26147,543.0734,759.0144,378.98325,656.45013,715.25397,690.13135,519.71375,241.26456,445.3593,910.1215,1362.9979,680.6603,246.181,772.1526,490.33624,668.4962,13433.35
CKS2,844.51917,363.2317,649.1847,635.55646,2124.9727,788.8613,725.7226,683.1989,459.0076,1256.6265,980.4556,974.8197,527.1691,803.7245,307.4198,960.71484,812.69604,2099.0906,724.034,358.41254,349.8473,1036.8737,1106.3818,662.744,526.4707,872.6247,649.58765,1080.4354,1161.8264,501.03363,1241.3434,1826.0818,1137.8518,918.11475,1255.9303,726.01154,1264.5691,1074.7749,343.04333,709.1854,175.90799,468.32983,348.5559,529.03394,1195.5222,660.05945,610.0988,912.82983,1208.6437,604.8369,822.9938,441.91565,412.03372,915.93945,406.16223,2790.2583,317.5201,566.555,621.75085,819.7406,756.2214,1171.1558,550.77234,530.056,1146.7881,1204.23,1221.966,474.58456,345.67944,252.43964,1579.2128,198.99081,572.5627,449.47485,1035.1517,695.68176,599.0927,638.4968,446.78775,622.22125,467.15982,1107.3959,790.72205,816.7366,1464.1743,707.0102,1439.2828,778.92535,428.905,721.4945,1104.659,549.5055,1012.0978,927.90295,889.6906,757.6002,433.50476,549.10364,1210.8994,1798.4187,1034.2761,326.01117,1028.3907,723.3263,890.7645,17119.396
NINJ1,58.69333,18.805204,40.723022,37.01347,132.83864,49.77163,41.576164,33.843723,27.885586,80.80409,70.26759,55.238438,32.03647,50.378204,21.420261,132.16689,63.28208,169.76196,45.432682,20.270708,19.57086,68.1584,67.242165,44.305134,37.70891,55.172405,42.576954,66.7846,77.38026,29.49549,76.42359,106.829994,72.167336,78.532814,71.34181,44.581364,78.76068,72.76784,21.283413,40.16786,12.95824,24.866535,40.20891,29.342127,64.674225,39.17942,45.279118,56.912704,76.48045,26.518837,63.400276,32.15469,29.814861,60.201607,24.10567,179.01305,18.187796,39.270195,38.75491,52.863163,46.775295,75.04451,41.08266,37.46171,68.674835,68.55493,77.431015,26.713604,18.446348,16.63208,137.47783,13.093878,30.103722,23.40775,58.63722,34.16682,32.06387,36.97973,25.599974,31.924564,36.635696,77.847,45.95475,46.827423,85.95285,33.815056,108.97968,51.77801,31.870779,47.152233,51.354324,34.04637,51.433456,61.420372,60.374626,47.273132,24.645964,32.63277,83.582954,100.53867,56.06175,18.043205,68.19922,39.839745,61.57879,1086.5927
RP11-498P14.5,8.191237,3.7615252,7.4515257,12.092024,36.762196,14.902611,13.548949,8.970875,5.2922378,18.578375,14.164846,15.26025,7.423679,11.167385,10.58958,17.932375,13.750155,33.57389,10.477656,2.32548,6.4346223,15.435587,21.320549,11.40481,4.270094,14.127879,8.708028,14.465169,13.924746,4.997026,19.357689,27.737984,15.796209,15.988828,19.38313,14.245438,23.516924,17.819225,6.677414,9.457309,3.3527837,4.636335,2.5132272,5.7773714,13.889051,9.602674,9.858126,15.4113655,17.66936,8.694304,12.944983,7.734568,8.541876,12.235889,5.5956087,53.209984,4.112821,8.409801,10.024848,12.538506,13.769964,20.772533,9.259022,8.882471,16.68773,13.917046,18.168959,8.314658,4.027675,3.2872121,21.493168,2.1109426,8.853209,4.1181026,13.995736,6.9581285,11.820738,9.68376,6.69062,8.214721,4.5031877,17.972265,11.875704,9.161804,22.282482,11.378326,18.614157,9.999832,6.9473834,7.765337,15.941494,3.6065228,15.32662,13.4501915,10.302998,10.472534,10.719167,9.382425,26.608644,28.860767,15.081714,2.5251956,14.161817,10.439254,14.027362,258.71448
HEMGN,164.75873,82.02507,178.02539,127.938614,426.1625,170.0149,142.3418,194.58847,88.06967,283.26688,165.23648,285.18134,143.75919,183.65437,84.09626,138.37129,148.3299,349.5016,133.23514,73.627556,109.29198,346.38083,357.93066,144.78911,81.36029,158.93913,134.14775,209.88264,308.60553,113.17128,310.34488,315.3064,438.90152,140.76166,324.05,160.24648,258.112,189.88557,64.79669,171.33774,26.98979,122.81865,70.79519,85.334984,189.57239,134.11311,145.92606,241.93736,302.21283,397.90988,157.16861,84.650475,77.34531,203.34543,84.402374,841.2295,72.37056,103.728516,119.64723,191.56297,193.8632,246.51476,99.56585,115.02023,234.25185,204.45442,247.2992,67.09715,62.69571,49.358208,256.64084,37.1951,127.47367,154.56042,299.0431,172.65886,152.93419,186.47331,80.75353,131.41757,105.50334,209.1018,182.2912,210.16588,403.19226,146.55782,334.57462,209.6258,83.14249,131.81387,199.9111,86.93168,219.35208,204.9705,193.35217,164.33492,67.25666,133.67154,259.11853,470.53766,311.32217,57.050076,286.8886,161.93015,177.1888,3706.5188
SLC44A1,55.138565,12.595474,25.917341,25.086502,86.523926,32.88144,32.953865,26.97144,20.721642,52.749092,39.74332,32.817707,24.232643,33.08591,16.959114,109.33554,37.66591,97.72875,25.143414,13.798925,17.715149,38.093864,49.379387,23.860636,18.577982,32.457165,25.443707,46.021572,56.935783,13.811584,46.735313,72.66887,44.3066,29.910187,60.029266,25.736952,46.391083,43.35199,16.062819,195.47217,10.26756,19.713263,11.03343,22.822784,51.962296,27.103657,27.52663,43.20303,33.289474,22.031578,30.5344,22.52004,15.614778,36.0288,11.496447,114.28933,15.809347,23.744799,22.282173,30.276016,26.171219,43.481644,22.749737,23.069458,39.557484,49.30198,34.214127,23.530596,10.7079935,9.765765,64.99905,5.599666,20.144033,19.360937,40.77358,24.928457,20.989325,26.205235,20.687145,21.883022,19.266739,51.8438,45.265476,35.198666,107.14709,43.068092,48.945526,30.887321,17.35707,38.383827,38.81185,18.245972,52.89548,47.432858,30.90683,27.354273,16.41447,18.487421,54.119835,61.663258,171.10876,11.719646,39.797283,24.608261,38.179794,643.8091
TAL2,12.878175,5.5742564,9.860071,5.3093224,31.894707,12.064829,8.858026,12.422386,4.532715,16.627527,11.525006,15.620085,10.967714,14.194429,5.4436207,8.584556,7.6886578,19.249466,11.868146,3.6998382,5.7754645,13.333465,21.740686,9.579221,5.258975,12.890618,6.0772667,13.841043,16.81562,6.411723,22.826363,24.728676,17.92403,10.564244,22.73112,12.64021,19.598602,12.7276535,2.8008773,10.779245,2.7442734,5.742811,7.099477,6.2949996,15.097183,8.33343,10.230328,11.484406,13.420271,4.422248,11.937929,5.781499,5.5608263,16.53463,5.111678,39.57744,5.1666694,9.017471,8.493634,12.746102,10.642738,17.516203,5.6307015,8.156049,16.138456,11.0379925,18.13933,5.5898046,1.4434327,5.5829296,18.023176,0.6905728,8.05558,4.2702465,13.946353,11.154511,9.313269,6.484658,49.29142,10.441666,2.642484,11.927789,59.20134,14.43057,17.818249,8.240025,31.770739,14.010062,7.543187,8.803146,11.017491,6.6451063,16.318764,12.202846,10.939216,11.71896,7.9574833,9.025829,13.580831,23.28593,22.008266,1.628426,11.367055,12.490435,17.394878,225.52339
SLC31A2,12.424209,3.4470623,7.8896837,4.356472,23.752432,8.648846,8.298514,4.2248135,9.532554,13.35978,13.600561,13.270477,7.651685,8.200665,4.22784,43.053833,16.074677,59.819508,9.818887,4.9587584,4.4509315,13.639422,11.093065,5.2973647,5.080428,10.42018,5.4315596,7.4129496,10.817924,3.6879292,14.774173,22.343586,10.533138,14.850048,12.135845,14.336855,10.026118,12.353002,2.8831408,7.579379,9.0304365,3.6055293,6.0342994,6.029198,13.037788,8.570254,6.213803,10.347583,15.113197,5.0673246,8.852485,1.8615949,3.3414292,9.626069,2.4747555,29.99109,2.8551292,4.870415,4.388112,10.190739,9.394359,13.750651,7.3491826,5.184143,17.456041,12.194246,16.655962,5.823883,6.120971,2.990745,27.11749,2.9040377,6.1342425,4.1504364,16.065731,4.8078384,7.4789314,8.449019,3.8106318,4.55412,5.7296686,7.929755,8.9913,8.402429,16.195034,10.229542,16.840233,11.325984,2.4780452,10.058416,14.616817,4.493184,9.608368,10.248245,11.231337,9.693903,6.5124664,6.468215,13.544559,16.020802,19.287382,4.7605486,7.46462,7.686239,8.252852,191.14108
PSMD5-AS1,197.69803,76.02415,133.45003,111.00686,405.57483,152.52937,138.29509,132.38751,93.169685,250.16896,194.5787,193.58151,100.119896,137.80115,61.571785,250.22699,167.31427,492.83243,148.06284,65.334595,73.26922,212.25829,223.3154,131.19902,106.01052,169.31789,116.359314,208.14084,244.69026,95.13596,243.03296,381.61633,251.92717,177.70905,263.0355,139.74454,245.0732,210.8609,61.66862,145.98434,33.37366,95.10682,68.65375,101.7266,241.43063,127.647934,123.20999,186.62253,242.13919,117.36642,162.93321,85.848694,82.62918,175.49234,73.58318,532.40717,67.119225,127.777725,115.539215,164.92218,134.75247,223.623,104.19824,105.13902,218.4917,254.42406,225.56737,90.43582,76.619156,61.22573,298.1827,35.374836,115.91728,94.4039,198.21712,134.79984,125.32593,128.85799,80.04799,105.022285,86.626045,206.17668,150.79599,157.56645,308.45078,139.69054,267.07468,167.11342,87.03004,145.67657,239.1021,95.065796,184.98058,195.85968,164.73004,146.80237,83.60911,119.270355,227.68852,356.70053,200.53519,59.245167,207.98811,139.71558,173.09851,3258.9973
PHF19,1130.0681,510.61603,718.3756,809.35596,2265.8152,820.637,856.7541,700.14923,581.1831,1420.5428,1187.858,1019.93884,688.1293,986.40796,392.42484,1460.2582,998.73254,2686.6414,1025.1338,467.31567,422.3949,1357.7307,1245.9779,722.10895,661.68286,1131.5266,650.6834,1308.4937,1225.0042,528.7253,1369.3158,1965.7261,1527.755,992.8541,1583.5306,951.36395,1466.5681,1395.508,489.3251,781.1413,261.56116,505.10114,474.77206,738.08984,1390.8602,905.7314,779.4369,1158.5918,1613.5752,774.5635,919.8063,502.6497,454.6293,999.3556,482.17554,3255.8704,371.5763,733.883,682.4705,940.8241,778.77673,1344.8148,561.22,555.09875,1213.1696,1311.6727,1330.1936,586.93994,395.12195,351.35013,1903.6422,206.55374,682.6072,566.51154,1221.3939,864.2271,637.378,667.7479,475.93112,737.03937,553.2317,1202.2041,935.24036,924.8957,1799.9983,849.8397,1519.8944,866.74994,436.5728,944.4736,1499.7314,622.5944,1116.965,1162.1284,998.6062,826.3713,666.2799,636.31323,1408.4324,1970.0092,1176.0764,473.54926,1255.7727,739.2175,975.0227,18458.297
GSN,48.373425,22.308695,31.850912,21.845993,100.2728,36.570724,37.291348,24.620602,31.745747,72.39279,43.46916,47.22122,27.2169,36.62924,17.681953,251.44016,75.79808,290.3263,41.03629,21.232609,10.201806,50.49963,42.362354,26.714466,24.458914,43.066982,25.97773,50.500328,46.03633,25.756126,59.663177,98.27344,45.154778,56.817394,62.01615,50.75462,63.57928,62.39035,17.24465,34.294636,13.151453,17.068268,16.85215,27.504953,159.2143,39.229782,34.13987,46.4582,54.27424,29.68796,44.91713,30.60742,19.780466,51.700806,14.311095,142.38965,10.8779955,26.479557,26.647942,34.163307,29.910847,53.29806,28.36035,24.080935,55.66984,67.25337,54.81944,28.444288,13.992418,17.254221,121.933754,12.365701,27.679926,17.636065,55.42975,37.486988,24.654152,26.388262,19.936031,29.8019,19.070396,44.413914,40.046833,41.596226,55.213913,38.132828,56.405846,39.834557,19.688465,41.067326,115.16168,31.712225,37.707893,39.466312,45.09291,36.514618,25.15949,26.629826,61.287537,78.057335,46.59938,28.21137,42.67834,25.049763,36.9188,756.053
PTGS1,16.78492,5.1329637,9.609426,11.750031,35.480736,11.868555,15.619618,9.952679,6.278825,18.634504,18.408895,10.778816,13.241209,17.660381,12.979496,28.43757,23.952871,48.256752,8.451647,14.140567,5.2643247,16.626902,16.775421,10.683617,8.991127,15.302886,8.90002,15.589222,14.165611,7.0221033,20.864992,43.673016,27.115753,14.671397,17.445433,16.413202,17.403215,16.168825,3.990721,9.581092,5.8054004,4.2308745,6.6819963,8.363715,16.497158,10.073057,14.592541,15.832302,31.537514,17.151358,17.46208,8.531122,6.20154,13.512564,5.4889374,38.164547,3.9805064,11.006376,9.460125,10.148482,10.315525,23.183287,7.997846,7.002981,10.159296,28.490166,14.907524,16.15787,5.7087345,7.2614255,47.856846,2.9371667,8.993848,5.3940673,16.046925,8.857076,9.186551,6.664261,7.5039935,19.00411,8.533188,16.978052,15.262029,22.961258,21.78158,10.38634,18.393887,12.246239,5.8664284,23.352314,45.003662,9.7747,16.052729,11.382279,9.700008,9.2712145,13.718149,7.7831984,15.625812,28.152168,16.510576,9.100212,16.867147,9.864974,13.344302,230.82346
HSPA5,546.27203,191.30688,412.51395,338.26465,1203.1798,470.91385,442.69305,394.14697,250.355,777.39496,586.8139,533.05054,290.52698,448.04794,188.23312,553.006,428.67517,1152.9702,408.28964,212.30893,180.06161,565.5027,597.9457,375.7045,311.11197,487.28577,378.38068,634.4215,748.2283,284.83807,753.93774,1101.1603,681.61475,518.4849,755.1745,412.9281,748.0007,669.9011,178.92046,413.97107,100.202896,284.47064,208.69925,258.97464,670.2418,354.6257,388.63022,559.74634,603.27057,393.466,469.10596,252.65118,224.47885,536.19977,245.76997,1762.5975,189.55957,360.60162,342.73828,520.3485,443.24277,679.24817,305.15805,306.38055,660.40204,714.004,679.12964,233.04193,180.56218,157.78827,981.3929,106.84889,334.76453,267.6336,579.6892,367.78235,344.21063,354.263,258.53152,316.81564,259.68604,638.0497,466.54172,446.6018,825.78595,424.1679,795.7736,475.16977,246.39836,427.93137,554.4668,277.8812,531.74347,627.99164,496.42767,431.79282,216.81233,344.11313,726.0684,1031.9391,574.0912,154.13174,573.32587,411.77817,519.98785,9920.509
IER5L,12.308345,4.534728,8.94945,9.204947,31.491312,12.234772,11.664557,9.897269,6.1240854,16.871735,14.029432,14.789812,6.1623373,9.8702965,4.554775,12.570286,14.109606,38.087376,11.06035,7.5726304,3.834375,14.834389,14.374018,6.7220435,7.547055,17.260988,7.2936497,14.749296,11.316057,5.414177,15.370031,28.923325,16.760986,12.332632,19.070515,12.545407,17.33998,16.49495,2.9031487,11.429664,3.8314285,5.144398,6.053838,6.139935,17.898525,10.090737,73.69149,15.427689,12.469109,7.7651787,13.79201,7.868786,4.6147785,15.675342,7.298178,40.110878,5.0586104,9.780077,7.373329,12.424498,11.772126,18.753681,9.469181,5.4773912,18.01523,21.586836,17.658892,7.572006,4.851426,4.0796366,38.8469,4.3312607,8.369256,4.6361804,13.481312,8.663529,8.004525,7.0338955,5.290672,6.7388334,3.7380729,14.6176405,13.970149,11.965008,16.95626,12.50462,17.155777,14.100194,8.847995,15.381069,13.03113,11.60928,19.759212,13.904575,12.9156885,8.657847,7.3284087,7.9097233,25.402678,28.466932,12.856825,6.181975,13.442072,9.457827,15.016273,248.94962
USP20,554.0108,214.21034,378.09204,355.2991,1172.6683,435.0269,427.7325,376.7611,269.57,706.9507,593.5548,534.99567,296.77173,451.93024,186.9408,780.5382,504.0398,1540.6886,384.63007,202.12029,207.40497,600.46924,639.2807,378.00433,271.82568,491.3022,355.76843,619.2517,612.7145,257.59546,732.19006,1106.1566,644.39996,536.29755,734.3696,409.9382,715.2269,655.6616,195.59238,393.68646,111.22665,275.5654,215.56485,297.56583,718.7015,375.0971,391.5041,597.822,691.74316,348.36835,474.29956,263.93408,240.1997,535.37256,222.29822,1536.5599,192.83316,341.41098,335.80206,493.0179,427.61374,697.772,337.978,318.0694,616.16205,707.68756,683.93146,284.65662,209.8879,159.70447,924.13184,102.43616,330.84113,287.32977,631.80457,359.9754,348.95383,345.78467,216.0057,346.3288,269.15378,615.7333,441.92294,446.41217,824.451,390.22922,778.73804,456.05356,236.23837,407.40314,607.26276,274.01938,545.9231,567.3721,485.58234,423.75253,248.3639,351.3097,670.9788,1018.2833,564.5419,219.92017,571.91614,416.40268,507.17908,9675.701
